#node	date	numeric date
NODE_0000288	2010-05-04	2010.337067
NODE_0000290	2010-05-31	2010.412687
NODE_0000291	2010-11-03	2010.838675
EPI902769|B/Hong_Kong/2207/2010|2010	2010-12-13	2010.949315
NODE_0000038	2010-12-13	2010.949315
EPI305395|B/Hong_Kong/2207/2010|2010	2010-12-13	2010.949315
EPI605596|B/Hong_Kong/2207/2010|2010	2010-12-13	2010.949315
NODE_0000293	2010-11-18	2010.881770
NODE_0000040	2011-04-08	2011.266058
EPI902523|B/Hong_Kong/767/2011|2011	2011-06-27	2011.486301
NODE_0000041	2011-06-22	2011.472603
EPI902543|B/Hong_Kong/767/2011|2011	2011-06-27	2011.486301
EPI902537|B/Hong_Kong/762/2011|2011	2011-06-22	2011.472603
NODE_0000296	2010-12-10	2010.940680
NODE_0000298	2010-12-26	2010.984932
EPI325104|B/Hong_Kong/590/2011|2011	2011-04-20	2011.300000
EPI302477|B/HONG_KONG/2226/2010|2010	2010-12-26	2010.984932
NODE_0000046	2011-06-22	2011.472603
EPI334700|B/Hong_Kong/767/2011|2011	2011-06-27	2011.486301
EPI334692|B/Hong_Kong/762/2011|2011	2011-06-22	2011.472603
NODE_0000053	2010-05-26	2010.399502
EPI366221|B/Hong_Kong/746/2011|2011	2011-06-12	2011.445205
NODE_0000260	2011-03-01	2011.163486
EPI465918|B/Hong_Kong/74/2013|2013	2013-04-05	2013.258904
NODE_0000261	2012-05-08	2012.351093
EPI383297|B/Hong_Kong/3525/2012|2012	2012-05-08	2012.351093
EPI393618|B/Hong_Kong/3525/2012|2012	2012-05-08	2012.351093
NODE_0000278	2012-05-13	2012.364754
EPI383300|B/Hong_Kong/3546/2012|2012	2012-05-13	2012.364754
EPI904305|B/Hong_Kong/3546/2012|2012	2012-05-13	2012.364754
EPI392585|B/Hong_Kong/3546/2012|2012	2012-05-13	2012.364754
NODE_0000286	2012-03-27	2012.235502
EPI904302|B/Hong_Kong/3501/2012|2012	2012-05-01	2012.331967
NODE_0000059	2012-05-01	2012.331967
EPI383293|B/Hong_Kong/3501/2012|2012	2012-05-01	2012.331967
EPI392577|B/Hong_Kong/3501/2012|2012	2012-05-01	2012.331967
NODE_0000060	2011-12-20	2011.968718
EPI383295|B/Hong_Kong/3509/2012|2012	2012-05-04	2012.340164
NODE_0000063	2012-03-05	2012.174970
NODE_0000282	2012-08-11	2012.610606
NODE_0000283	2015-03-02	2015.166409
EPI630562|B/Hong_Kong/1337/2015|2015	2015-06-11	2015.442466
EPI632763|B/Hong_Kong/1372/2015|2015	2015-06-13	2015.447945
NODE_0000284	2013-01-24	2013.064384
EPI463668|B/Hong_Kong/20/2013|2013	2013-01-24	2013.064384
EPI464737|B/Hong_Kong/20/2013|2013	2013-01-24	2013.064384
NODE_0000070	2012-03-07	2012.181789
NODE_0000079	2012-03-09	2012.186568
NODE_0000263	2013-01-07	2013.017808
EPI431338|B/Hong_Kong/6/2013|2013	2013-01-07	2013.017808
EPI904447|B/Hong_Kong/6/2013|2013	2013-01-07	2013.017808
EPI433143|B/Hong_Kong/05/2013|2013	2013-01-09	2013.023288
NODE_0000082	2012-03-10	2012.189891
EPI383274|B/Hong_Kong/2561/2012|2012	2012-03-10	2012.189891
NODE_0000267	2013-03-06	2013.177519
EPI536441|B/Hong_Kong/3221/2014|2014	2014-05-08	2014.349315
NODE_0000268	2013-05-02	2013.333337
NODE_0000273	2013-07-09	2013.518921
EPI540584|B/Hong_Kong/3343/2014|2014	2014-05-26	2014.398630
EPI632734|B/Hong_Kong/1198/2015|2015	2015-05-29	2015.406849
NODE_0000275	2013-07-11	2013.524849
EPI492589|B/Hong_Kong/223/2013|2013	2013-09-13	2013.700000
EPI500363|B/Hong_Kong/439/2013|2013	2013-12-13	2013.949315
NODE_0000064	2013-07-09	2013.520304
EPI492592|B/Hong_Kong/267/2013|2013	2013-09-28	2013.741096
NODE_0000088	2013-09-23	2013.726130
EPI503588|B/Hong_Kong/438/2013|2013	2013-12-12	2013.946575
NODE_0000094	2013-12-11	2013.943253
EPI536445|B/Hong_Kong/3298/2014|2014	2014-05-21	2014.384932
NODE_0000095	2013-12-12	2013.946575
EPI536443|B/Hong_Kong/3224/2014|2014	2014-05-09	2014.352055
EPI500365|B/Hong_Kong/445/2013|2013	2013-12-12	2013.946575
NODE_0000258	2012-08-26	2012.650953
NODE_0000259	2012-11-09	2012.856557
EPI904448|B/Hong_Kong/3608/2012|2012	2012-11-09	2012.856557
EPI431334|B/Hong_Kong/3608/2012|2012	2012-11-09	2012.856557
NODE_0000257	2015-03-18	2015.209843
EPI630554|B/Hong_Kong/1183/2015|2015	2015-05-28	2015.404110
NODE_0000256	2015-07-09	2015.518859
EPI1594761|B/Hong_Kong/410555/2016|2016	2016-02-12	2016.116120
EPI699503|B/Hong_Kong/62/2016|2016	2016-01-05	2016.012295
NODE_0000439	2015-11-29	2015.911644
EPI737952|B/Hong_Kong/48/2016|2016	2016-01-04	2016.009563
EPI825563|B/Hong_Kong/87/2016|2016	2016-01-09	2016.023224
EPI737976|B/Hong_Kong/63/2016|2016	2016-01-05	2016.012295
NODE_0000347	2017-01-18	2017.048486
NODE_0000348	2018-01-07	2018.017808
EPI1252291|B/Hong_Kong/179/2018|2018	2018-01-07	2018.017808
EPI1252289|B/Hong_Kong/182/2018|2018	2018-01-08	2018.020548
NODE_0000349	2017-04-13	2017.281721
NODE_0000359	2017-05-24	2017.393151
EPI1053546|B/Hong_Kong/269/2017|2017	2017-05-24	2017.393151
EPI1022771|B/Hong_Kong/269/2017|2017	2017-05-24	2017.393151
EPI1052656|B/Hong_Kong/269/2017|2017	2017-05-24	2017.393151
EPI1106050|B/Hong_Kong/269/2017|2017	2017-05-24	2017.393151
NODE_0000106	2017-06-14	2017.450685
EPI1052680|B/Hong_Kong/296/2017|2017	2017-06-14	2017.450685
EPI1040345|B/Hong_Kong/296/2017|2017	2017-06-14	2017.450685
NODE_0000107	2017-05-31	2017.412156
NODE_0000356	2017-09-14	2017.703381
EPI1182265|B/Hong_Kong/1133/2017|2017	2017-12-17	2017.960274
EPI1158033|B/Hong_Kong/930/2017|2017	2017-11-29	2017.910959
NODE_0000109	2017-11-30	2017.913699
EPI1158011|B/Hong_Kong/1095/2017|2017	2017-12-19	2017.965753
EPI1196511|B/Hong_Kong/931/2017|2017	2017-11-30	2017.913699
NODE_0000110	2017-06-01	2017.415478
EPI1053548|B/Hong_Kong/286/2017|2017	2017-06-06	2017.428767
NODE_0000111	2017-06-02	2017.418800
EPI1040343|B/Hong_Kong/286/2017|2017	2017-06-06	2017.428767
NODE_0000112	2017-06-04	2017.422122
EPI1138037|B/Hong_Kong/286/2017|2017	2017-06-06	2017.428767
NODE_0000113	2017-06-05	2017.425445
EPI1138043|B/Hong_Kong/286/2017|2017	2017-06-06	2017.428767
NODE_0000114	2017-06-06	2017.428767
EPI1052672|B/Hong_Kong/286/2017|2017	2017-06-06	2017.428767
EPI1118515|B/Hong_Kong/286/2017|2017	2017-06-06	2017.428767
NODE_0000098	2015-09-18	2015.713699
EPI675814|B/Hong_Kong/1835/2015|2015	2015-09-18	2015.713699
NODE_0000115	2015-10-15	2015.786666
NODE_0000432	2016-01-02	2016.004098
EPI737960|B/Hong_Kong/49/2016|2016	2016-01-02	2016.004098
EPI806700|B/Hong_Kong/49/2016|2016	2016-01-02	2016.004098
NODE_0000118	2015-12-15	2015.955450
EPI1052664|B/Hong_Kong/283/2017|2017	2017-06-06	2017.428767
NODE_0000119	2015-12-17	2015.960232
NODE_0000341	2017-04-18	2017.294843
EPI1356254|B/Hong_Kong/1404/2018|2018	2018-11-30	2018.913699
NODE_0000342	2017-11-13	2017.867074
NODE_0000343	2017-12-18	2017.963014
EPI1158001|B/Hong_Kong/1089/2017|2017	2017-12-18	2017.963014
EPI1158025|B/Hong_Kong/1143/2017|2017	2017-12-19	2017.965753
NODE_0000123	2017-12-14	2017.951472
EPI1182337|B/Hong_Kong/1061/2017|2017	2017-12-14	2017.952055
NODE_0000124	2017-12-15	2017.954795
EPI1182343|B/Hong_Kong/1079/2017|2017	2017-12-15	2017.954795
NODE_0000125	2017-12-19	2017.965753
EPI1182273|B/Hong_Kong/1146/2017|2017	2017-12-19	2017.965753
EPI1182350|B/Hong_Kong/1096/2017|2017	2017-12-19	2017.965753
NODE_0000126	2015-12-18	2015.963557
EPI1022729|B/Hong_Kong/217/2017|2017	2017-04-21	2017.302740
NODE_0000127	2015-12-20	2015.968544
NODE_0000364	2017-11-22	2017.892997
EPI1252287|B/Hong_Kong/917/2018|2018	2018-02-28	2018.160274
NODE_0000366	2018-08-21	2018.637424
NODE_0000116	2018-10-09	2018.771787
NODE_0000367	2018-12-28	2018.989938
EPI1415331|B/HK/16/2019|2019	2019-02-06	2019.100000
EPI1415333|B/HK/15/2019|2019	2019-02-07	2019.102740
NODE_0000131	2018-11-11	2018.861061
EPI1356248|B/Hong_Kong/1397/2018|2018	2018-11-12	2018.864384
NODE_0000132	2018-11-12	2018.864384
EPI1353567|B/HK/1397/2018|2018	2018-11-12	2018.864384
NODE_0000133	2019-01-15	2019.039143
EPI2837957|B/Hong_Kong/CUHK006/2019|2019	2019-04-29	2019.324658
NODE_0000134	2019-01-16	2019.042466
EPI1415334|B/HK/17/2019|2019	2019-02-11	2019.113699
EPI1415327|B/HK/7/2019|2019	2019-01-16	2019.042466
NODE_0000373	2018-10-08	2018.768016
EPI1353571|B/HK/1412/2018|2018	2018-12-22	2018.973973
EPI1393949|B/Hong_Kong/1412/2018|2018	2018-12-22	2018.973973
NODE_0000375	2018-11-08	2018.853425
EPI1353566|B/HK/1395/2018|2018	2018-11-08	2018.853425
EPI1356246|B/Hong_Kong/1395/2018|2018	2018-11-08	2018.853425
EPI1415323|B/HK/1/2019|2019	2019-01-01	2019.001370
NODE_0000138	2018-12-05	2018.926815
EPI1353570|B/HK/1408/2018|2018	2018-12-06	2018.930137
NODE_0000139	2018-12-06	2018.930137
EPI1386698|B/Hong_Kong/1408/2018|2018	2018-12-06	2018.930137
EPI2837997|B/Hong_Kong/CUHK013/2019|2019	2018-12-07	2018.932877
NODE_0000380	2018-01-19	2018.050910
NODE_0000381	2018-04-14	2018.283562
EPI1272136|B/Hong_Kong/1301/2018|2018	2018-04-16	2018.289041
EPI1272792|B/Hong_Kong/1298/2018|2018	2018-04-14	2018.283562
NODE_0000382	2018-06-07	2018.431507
EPI1267278|B/HK/1361/2018|2018	2018-06-10	2018.439726
EPI1272806|B/Hong_Kong/1360/2018|2018	2018-06-07	2018.431507
EPI1272808|B/Hong_Kong/1361/2018|2018	2018-06-10	2018.439726
EPI1267277|B/HK/1360/2018|2018	2018-06-07	2018.431507
NODE_0000389	2019-01-30	2019.080822
EPI1415329|B/HK/10/2019|2019	2019-01-30	2019.080822
NODE_0000144	2019-02-06	2019.100000
EPI1415336|B/HK/20/2019|2019	2019-02-18	2019.132877
EPI1415332|B/HK/14/2019|2019	2019-02-06	2019.100000
NODE_0000145	2018-06-15	2018.453425
EPI1312916|B/Hong_Kong/1362/2018|2018	2018-06-15	2018.453425
NODE_0000147	2018-10-25	2018.815991
EPI1415325|B/HK/5/2019|2019	2019-01-14	2019.036986
NODE_0000148	2018-11-06	2018.847363
EPI1353565|B/HK/1393/2018|2018	2018-11-07	2018.850685
NODE_0000149	2018-11-07	2018.850685
EPI1393951|B/Hong_Kong/1393/2018|2018	2018-11-07	2018.850685
NODE_0000152	2018-11-09	2018.855582
EPI1353568|B/HK/1398/2018|2018	2018-11-10	2018.858904
NODE_0000154	2018-11-10	2018.858904
EPI1386714|B/Hong_Kong/1398/2018|2018	2018-11-10	2018.858904
NODE_0000155	2018-11-13	2018.866541
EPI1594734|B/Hong_Kong/453667/2018|2018	2018-12-27	2018.987671
NODE_0000156	2018-11-14	2018.869863
EPI1353569|B/HK/1400/2018|2018	2018-11-14	2018.869863
EPI1386706|B/Hong_Kong/1400/2018|2018	2018-11-14	2018.869863
NODE_0000157	2015-12-21	2015.971869
EPI1052688|B/Hong_Kong/348/2017|2017	2017-07-15	2017.535616
NODE_0000159	2015-12-23	2015.976853
NODE_0000438	2016-04-23	2016.309171
EPI825579|B/Hong_Kong/1154/2016|2016	2016-05-18	2016.378415
EPI838983|B/Hong_Kong/1545/2016|2016	2016-07-29	2016.575137
NODE_0000161	2015-12-25	2015.981635
NODE_0000163	2015-12-27	2015.986619
NODE_0000446	2016-05-03	2016.337426
EPI1022736|B/Hong_Kong/238/2017|2017	2017-05-05	2017.341096
NODE_0000448	2016-07-21	2016.553440
EPI1022732|B/Hong_Kong/219/2017|2017	2017-04-24	2017.310959
EPI1022738|B/Hong_Kong/245/2017|2017	2017-05-10	2017.354795
NODE_0000449	2016-07-09	2016.521019
EPI908547|B/Hong_Kong/21/2017|2017	2017-01-11	2017.028767
EPI1022724|B/Hong_Kong/194/2017|2017	2017-04-18	2017.294521
NODE_0000160	2016-09-14	2016.702360
NODE_0000454	2018-01-05	2018.011946
EPI1272794|B/Hong_Kong/1320/2018|2018	2018-04-26	2018.316438
NODE_0000455	2018-02-14	2018.122803
EPI1265884|B/Hong_Kong/1356/2018|2018	2018-05-22	2018.387671
EPI1265892|B/Hong_Kong/1304/2018|2018	2018-04-17	2018.291781
NODE_0000170	2016-12-10	2016.942093
NODE_0000450	2017-10-24	2017.812329
EPI1124474|B/Hong_Kong/739/2017|2017	2017-10-24	2017.812329
EPI1130667|B/Hong_Kong/739/2017|2017	2017-10-24	2017.812329
NODE_0000456	2018-01-03	2018.007706
NODE_0000457	2018-10-18	2018.797125
EPI1542938|B/Hong_Kong/581/2019|2019	2019-06-19	2019.464384
EPI1478571|B/HK/36/2019|2019	2019-03-06	2019.176712
NODE_0000458	2018-04-27	2018.317811
NODE_0000459	2018-12-19	2018.965753
EPI1383341|B/Hong_Kong/1410/2018|2018	2018-12-19	2018.965753
EPI1478587|B/HK/54/2019|2019	2019-03-20	2019.215068
NODE_0000460	2018-11-27	2018.905479
EPI1383333|B/Hong_Kong/1407/2018|2018	2018-11-28	2018.908219
EPI1356252|B/Hong_Kong/1403/2018|2018	2018-11-27	2018.905479
NODE_0000177	2015-12-28	2015.989942
EPI825587|B/Hong_Kong/1156/2016|2016	2016-05-17	2016.375683
NODE_0000178	2015-12-30	2015.994721
NODE_0000427	2016-06-07	2016.432085
EPI838999|B/Hong_Kong/1547/2016|2016	2016-07-30	2016.577869
EPI838991|B/Hong_Kong/1546/2016|2016	2016-07-31	2016.580601
NODE_0000180	2015-12-31	2015.998044
EPI699509|B/Hong_Kong/58/2016|2016	2016-01-02	2016.004098
NODE_0000181	2016-01-01	2016.001366
EPI737968|B/Hong_Kong/51/2016|2016	2016-01-01	2016.001366
NODE_0000182	2016-01-04	2016.009563
EPI699511|B/Hong_Kong/57/2016|2016	2016-01-04	2016.009563
NODE_0000183	2016-05-09	2016.353219
NODE_0000442	2016-09-18	2016.713292
NODE_0000443	2016-12-26	2016.984973
EPI908539|B/Hong_Kong/07/2017|2017	2016-12-26	2016.984973
EPI986213|B/Hong_Kong/8/2017|2017	2016-12-28	2016.990437
NODE_0000444	2017-10-20	2017.801370
EPI1158023|B/Hong_Kong/1118/2017|2017	2017-12-17	2017.960274
EPI1124490|B/Hong_Kong/727/2017|2017	2017-10-20	2017.801370
EPI1107633|B/Hong_Kong/727/2017|2017	2017-10-20	2017.801370
NODE_0000187	2016-05-10	2016.356542
EPI1022728|B/Hong_Kong/205/2017|2017	2017-04-18	2017.294521
NODE_0000189	2016-05-11	2016.359865
EPI1022730|B/Hong_Kong/218/2017|2017	2017-04-22	2017.305479
NODE_0000190	2016-05-13	2016.364849
NODE_0000192	2016-05-15	2016.369628
NODE_0000193	2016-05-16	2016.372951
EPI825571|B/Hong_Kong/1149/2016|2016	2016-05-16	2016.372951
NODE_0000194	2016-07-30	2016.577869
EPI859116|B/Hong_Kong/1544/2016|2016	2016-07-30	2016.577869
EPI1022734|B/Hong_Kong/222/2017|2017	2017-04-26	2017.316438
NODE_0000433	2017-01-07	2017.017808
EPI1182280|B/Hong_Kong/1148/2017|2017	2017-12-19	2017.965753
EPI1265876|B/Hong_Kong/1294/2018|2018	2018-04-11	2018.275342
EPI1252313|B/Hong_Kong/1248/2018|2018	2018-04-05	2018.258904
EPI986211|B/Hong_Kong/15/2017|2017	2017-01-07	2017.017808
NODE_0000409	2016-10-23	2016.809638
EPI1022726|B/Hong_Kong/201/2017|2017	2017-04-18	2017.294521
NODE_0000410	2017-01-09	2017.023543
EPI1252305|B/Hong_Kong/1281/2018|2018	2018-04-09	2018.269863
NODE_0000411	2017-08-06	2017.594797
NODE_0000412	2017-10-16	2017.790411
EPI1124706|B/Hong_Kong/714/2017|2017	2017-10-16	2017.790411
EPI1124721|B/Hong_Kong/714/2017|2017	2017-10-16	2017.790411
NODE_0000415	2017-09-14	2017.702779
EPI1158031|B/Hong_Kong/695/2017|2017	2017-10-09	2017.771233
EPI1158021|B/Hong_Kong/1111/2017|2017	2017-12-17	2017.960274
NODE_0000204	2017-10-20	2017.800787
EPI1196504|B/Hong_Kong/728/2017|2017	2017-10-22	2017.806849
NODE_0000205	2017-10-21	2017.804110
EPI1124482|B/Hong_Kong/729/2017|2017	2017-10-21	2017.804110
EPI1107639|B/Hong_Kong/729/2017|2017	2017-10-21	2017.804110
NODE_0000206	2017-10-16	2017.789828
EPI1124498|B/Hong_Kong/718/2017|2017	2017-10-17	2017.793151
NODE_0000209	2017-10-17	2017.793151
EPI1124714|B/Hong_Kong/718/2017|2017	2017-10-17	2017.793151
NODE_0000210	2017-10-21	2017.804110
EPI1107628|B/Hong_Kong/726/2017|2017	2017-10-21	2017.804110
NODE_0000211	2017-10-23	2017.809006
EPI1107506|B/Hong_Kong/744/2017|2017	2017-10-24	2017.812329
NODE_0000213	2017-10-24	2017.812329
EPI1130673|B/Hong_Kong/740/2017|2017	2017-10-24	2017.812329
NODE_0000214	2017-12-17	2017.960274
EPI1182357|B/Hong_Kong/1121/2017|2017	2017-12-17	2017.960274
EPI1158009|B/Hong_Kong/1094/2017|2017	2017-12-18	2017.963014
NODE_0000245	2017-11-04	2017.842603
EPI1415324|B/HK/4/2019|2019	2019-01-14	2019.036986
NODE_0000247	2018-01-20	2018.052861
NODE_0000248	2020-03-17	2020.209016
EPI1843759|B/Hong_Kong/34/2020|2020	2020-03-17	2020.209016
EPI1735105|B/HK/34/2020|2020	2020-03-17	2020.209016
NODE_0000249	2018-04-23	2018.307614
EPI1594730|B/Hong_Kong/402868/2019|2019	2019-01-14	2019.036986
NODE_0000250	2020-03-05	2020.176230
EPI1843753|B/Hong_Kong/25/2020|2020	2020-03-09	2020.187158
EPI1735100|B/HK/25/2020|2020	2020-03-09	2020.187158
EPI1735111|B/HK/28/2020|2020	2020-03-05	2020.176230
EPI1843731|B/Hong_Kong/28/2020|2020	2020-03-05	2020.176230
NODE_0000221	2020-03-12	2020.195355
EPI1735112|B/HK/30/2020|2020	2020-03-12	2020.195355
EPI1843735|B/Hong_Kong/30/2020|2020	2020-03-12	2020.195355
NODE_0000461	2018-01-11	2018.027506
EPI2823726|B/Hong_Kong/CUHK001/2019|2019	2019-04-23	2019.308219
NODE_0000462	2018-10-22	2018.805737
EPI1594756|B/Hong_Kong/426722/2019|2019	2019-05-16	2019.371233
EPI1594752|B/Hong_Kong/425319/2019|2019	2019-05-06	2019.343836
EPI1594732|B/Hong_Kong/420126/2019|2019	2019-01-12	2019.031507
EPI1605114|B/Hong_Kong/428285/2019|2019	2019-05-26	2019.398630
EPI1594740|B/Hong_Kong/414916/2019|2019	2019-03-11	2019.190411
EPI2838029|B/Hong_Kong/CUHK021/2019|2019	2019-08-18	2019.628767
EPI1594757|B/Hong_Kong/427052/2019|2019	2019-05-18	2019.376712
NODE_0000649	2019-05-08	2019.349315
EPI1542920|B/Hong_Kong/218/2019|2019	2019-05-08	2019.349315
EPI1568111|B/HK/218/2019|2019	2019-05-08	2019.349315
NODE_0000656	2019-04-13	2019.280822
EPI1478597|B/HK/114/2019|2019	2019-04-13	2019.280822
EPI1568112|B/HK/222/2019|2019	2019-05-08	2019.349315
NODE_0000671	2018-12-23	2018.976008
EPI1478575|B/HK/39/2019|2019	2019-03-10	2019.187671
EPI1415343|B/HK/29/2019|2019	2019-02-26	2019.154795
NODE_0000676	2019-05-03	2019.335616
EPI1568124|B/HK/174/2019|2019	2019-05-03	2019.335616
EPI1594747|B/Hong_Kong/424791/2019|2019	2019-05-03	2019.335616
NODE_0000688	2018-12-28	2018.989486
EPI1478582|B/HK/47/2019|2019	2019-03-15	2019.201370
EPI2837941|B/Hong_Kong/CUHK003/2019|2019	2019-04-19	2019.297260
NODE_0000611	2019-02-15	2019.124658
EPI1594735|B/Hong_Kong/410108/2019|2019	2019-02-15	2019.124658
NODE_0000612	2019-06-28	2019.489041
EPI1604893|B/HK/660/2019|2019	2019-07-01	2019.497260
EPI1568123|B/HK/668/2019|2019	2019-06-28	2019.489041
NODE_0000625	2018-12-23	2018.976087
EPI1604929|B/HK/865/2019|2019	2019-08-15	2019.620548
NODE_0000626	2019-02-04	2019.094521
EPI1629580|B/HK/928/2019|2019	2019-09-16	2019.708219
EPI1415330|B/HK/13/2019|2019	2019-02-04	2019.094521
NODE_0000689	2019-03-02	2019.165753
EPI1478568|B/HK/33/2019|2019	2019-03-03	2019.168493
EPI1478567|B/HK/32/2019|2019	2019-03-02	2019.165753
EPI1478574|B/HK/38/2019|2019	2019-03-08	2019.182192
NODE_0000667	2019-03-10	2019.187671
EPI1594738|B/Hong_Kong/414636/2019|2019	2019-03-10	2019.187671
NODE_0000246	2019-03-17	2019.206267
EPI1594742|B/Hong_Kong/416049/2019|2019	2019-03-18	2019.209589
NODE_0000251	2019-03-18	2019.209589
EPI1478594|B/HK/78/2019|2019	2019-04-06	2019.261644
EPI1478585|B/HK/50/2019|2019	2019-03-18	2019.209589
NODE_0000585	2019-01-15	2019.040256
EPI1415342|B/HK/28/2019|2019	2019-02-26	2019.154795
NODE_0000253	2019-02-25	2019.152055
EPI1415341|B/HK/27/2019|2019	2019-02-25	2019.152055
NODE_0000254	2019-04-27	2019.319362
EPI1585713|B/Hong_Kong/736/2019|2019	2019-07-16	2019.538356
NODE_0000255	2019-06-07	2019.430924
EPI1605093|B/Hong_Kong/430401/2019|2019	2019-06-11	2019.442466
NODE_0000262	2019-06-08	2019.434247
EPI1568121|B/HK/500/2019|2019	2019-06-08	2019.434247
EPI1605096|B/Hong_Kong/430651/2019|2019	2019-06-12	2019.445205
NODE_0000678	2019-02-26	2019.154257
EPI1670302|B/Hong_Kong/992/2019|2019	2019-11-12	2019.864384
NODE_0000679	2020-03-15	2020.203552
EPI1843733|B/Hong_Kong/29/2020|2020	2020-03-15	2020.203552
EPI1735110|B/HK/29/2020|2020	2020-03-15	2020.203552
NODE_0000681	2019-02-26	2019.154257
EPI1605109|B/Hong_Kong/433316/2019|2019	2019-07-02	2019.500000
NODE_0000270	2019-08-24	2019.645948
NODE_0000685	2020-03-16	2020.206284
EPI1843755|B/Hong_Kong/31/2020|2020	2020-03-16	2020.206284
EPI1735106|B/HK/31/2020|2020	2020-03-16	2020.206284
NODE_0000272	2019-08-24	2019.645948
EPI1735069|B/HK/21/2020|2020	2020-02-09	2020.107923
NODE_0000684	2020-03-14	2020.200820
